id,name,score,url,address
28756429,郑州仁义礼智信酒店,4.4,/hotel/28756429.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_14,郑东新区郑东新区万通街与心怡路交汇处（正岩大厦心怡路156号）
840593,郑州格瑞斯国际酒店,3.8,/hotel/840593.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_15,管城回族区商城路与人民路交叉口东100米路南
33621229,非繁·印象酒店(郑州国基路店)(原沙门地铁口店),4.7,/hotel/33621229.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_16,金水区花园路与国基路交叉口向西200米路南
3484114,郑州小浪底宾馆,4,/hotel/3484114.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_17,管城回族区东大街与紫荆山路交叉口西北角
28680000,郑州乐巷酒店,4.8,/hotel/28680000.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_18,郑东新区才高街16号众茗大厦B座2层
8948349,郑州迎宾假日酒店,4,/hotel/8948349.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_19,惠济区迎宾路4号
1633846,郑州大酒店,3.6,/hotel/1633846.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_20,二七区兴隆街8号
1729359,郑州桃李园大酒店,3.9,/hotel/1729359.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_21,金水区东三街与丰产路交汇
6872927,郑州金审宾馆,4.7,/hotel/6872927.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_22,金水区政七街27号
36159359,宜尚酒店(郑州金水路店),5,/hotel/36159359.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_23,金水区经七路41号
